Sample,Job_Load_us,Cycle_Period_us,Wakeup_Jitter_us
588431,900.091,1000.166,0.166
588432,900.168,999.794,-0.206
588433,900.079,1000.053,0.053
588434,900.173,1000.047,0.047
588435,900.103,1000.111,0.111
588436,900.103,999.890,-0.110
588437,900.087,999.918,-0.082
588438,900.173,999.935,-0.065
588439,900.090,1000.215,0.215
588440,900.175,999.930,-0.070
588441,900.087,999.915,-0.085
588442,900.179,1000.052,0.052
588443,900.113,1000.194,0.194
588444,900.079,999.857,-0.143
588445,900.074,999.970,-0.030
588446,900.089,999.878,-0.122
588447,900.086,1000.624,0.624
588448,900.080,999.532,-0.468
588449,900.187,999.958,-0.042
588450,900.120,999.906,-0.094
588451,900.079,1000.518,0.518
588452,900.113,1000.044,0.044
588453,900.131,1000.056,0.056
588454,900.133,999.682,-0.318
588455,900.176,1000.466,0.466
588456,900.137,999.693,-0.307
588457,900.141,999.692,-0.308
588458,900.091,1000.155,0.155
588459,900.157,1000.065,0.065
588460,900.140,999.886,-0.114
588461,900.147,999.921,-0.079
588462,900.176,999.966,-0.034
588463,900.127,1000.122,0.122
588464,900.163,999.825,-0.175
588465,900.157,999.966,-0.034
588466,900.103,1000.012,0.012
588467,900.160,1000.261,0.261
588468,900.149,999.881,-0.119
588469,900.171,1000.184,0.184
588470,900.127,999.777,-0.223
588471,900.135,1000.356,0.356
588472,900.124,999.610,-0.390
588473,900.087,1000.303,0.303
588474,900.097,999.904,-0.096
588475,900.130,1000.400,0.400
588476,900.145,999.576,-0.424
588477,900.174,999.913,-0.087
588478,900.157,1000.123,0.123
588479,900.155,999.989,-0.011
588480,900.101,999.788,-0.212
588481,900.176,1000.040,0.040
588482,900.119,999.996,-0.004
588483,900.109,1000.133,0.133
588484,900.126,999.685,-0.315
588485,900.152,1000.332,0.332
588486,900.127,999.801,-0.199
588487,900.081,1000.147,0.147
588488,900.133,1000.112,0.112
588489,900.164,1002.393,2.393
588490,900.079,997.173,-2.827
588491,900.070,1000.277,0.277
588492,900.172,999.861,-0.139
588493,900.097,999.892,-0.108
588494,900.129,999.980,-0.020
588495,900.093,1000.216,0.216
588496,900.081,999.835,-0.165
588497,900.085,999.952,-0.048
588498,900.151,1000.015,0.015
588499,900.091,1000.348,0.348
588500,900.083,999.709,-0.291
588501,900.111,999.987,-0.013
588502,900.141,1000.045,0.045
588503,900.161,1000.252,0.252
588504,900.174,999.778,-0.222
588505,900.089,999.938,-0.062
588506,900.168,999.915,-0.085
588507,900.105,1000.257,0.257
588508,900.091,999.860,-0.140
588509,900.107,999.926,-0.074
588510,900.114,999.933,-0.067
588511,900.088,1000.305,0.305
588512,900.173,999.847,-0.153
588513,900.083,1000.014,0.014
588514,900.142,999.889,-0.111
588515,900.116,1000.233,0.233
588516,900.097,999.861,-0.139
588517,900.075,999.907,-0.093
588518,900.076,1000.010,0.010
588519,900.092,1000.277,0.277
588520,900.104,999.838,-0.162
588521,900.093,999.965,-0.035
588522,900.176,999.932,-0.068
588523,900.102,1000.172,0.172
588524,900.166,999.887,-0.113
588525,900.084,999.966,-0.034
588526,900.099,999.926,-0.074
588527,900.081,1000.323,0.323
588528,900.107,999.790,-0.210
588529,900.088,999.961,-0.039
588530,900.150,999.999,-0.001
588531,900.105,1000.242,0.242
588532,900.082,999.826,-0.174
588533,900.084,999.953,-0.047
588534,900.137,999.948,-0.052
588535,900.078,1000.254,0.254
588536,900.082,999.844,-0.156
588537,900.085,999.977,-0.023
588538,900.104,999.905,-0.095
588539,900.080,1000.234,0.234
588540,900.171,999.878,-0.122
588541,900.081,999.948,-0.052
588542,900.086,1000.052,0.052
588543,900.094,1000.160,0.160
588544,900.080,999.847,-0.153
588545,900.080,999.952,-0.048
588546,900.171,999.925,-0.075
588547,900.082,1000.208,0.208
588548,900.173,999.888,-0.112
588549,900.177,999.973,-0.027
588550,900.167,999.944,-0.056
588551,900.093,1000.302,0.302
588552,900.095,999.767,-0.233
588553,900.098,1000.070,0.070
588554,900.177,999.901,-0.099
588555,900.087,1000.160,0.160
588556,900.082,999.887,-0.113
588557,900.083,999.901,-0.099
588558,900.082,999.929,-0.071
588559,900.107,1000.320,0.320
588560,900.094,999.799,-0.201
588561,900.095,999.961,-0.039
588562,900.160,1000.000,0.000
588563,900.077,1000.273,0.273
588564,900.163,999.878,-0.122
588565,900.162,999.877,-0.123
588566,900.128,1000.083,0.083
588567,900.102,1000.210,0.210
588568,900.104,999.832,-0.168
588569,900.101,999.874,-0.126
588570,900.098,999.921,-0.079
588571,900.080,1000.294,0.294
588572,900.177,999.861,-0.139
588573,900.095,1000.011,0.011
588574,900.079,999.942,-0.058
588575,900.116,1000.226,0.226
588576,900.085,999.874,-0.126
588577,900.084,999.847,-0.153
588578,900.152,999.969,-0.031
588579,900.090,1000.252,0.252
588580,900.174,999.888,-0.112
588581,900.165,999.938,-0.062
588582,900.159,999.919,-0.081
588583,900.104,1000.308,0.308
588584,900.100,999.907,-0.093
588585,900.075,999.877,-0.123
588586,900.149,1000.022,0.022
588587,900.163,1000.174,0.174
588588,900.090,999.865,-0.135
588589,900.176,999.968,-0.032
588590,900.079,999.928,-0.072
588591,900.104,1000.224,0.224
588592,900.175,999.850,-0.150
588593,900.166,999.931,-0.069
588594,900.076,1000.029,0.029
588595,900.106,1000.254,0.254
588596,900.093,999.835,-0.165
588597,900.084,999.880,-0.120
588598,900.127,999.998,-0.002
588599,900.173,1000.218,0.218
588600,900.174,999.842,-0.158
588601,900.101,999.957,-0.043
588602,900.170,1000.063,0.063
588603,900.096,1000.127,0.127
588604,900.089,999.892,-0.108
588605,900.093,999.910,-0.090
588606,900.106,1000.037,0.037
588607,900.091,1000.230,0.230
588608,900.160,999.804,-0.196
588609,900.083,999.978,-0.022
588610,900.172,999.943,-0.057
588611,900.105,1000.231,0.231
588612,900.094,999.868,-0.132
588613,900.084,999.985,-0.015
588614,900.140,999.948,-0.052
588615,900.083,1000.241,0.241
588616,900.080,999.767,-0.233
588617,900.086,999.989,-0.011
588618,900.120,1000.018,0.018
588619,900.104,1000.165,0.165
588620,900.082,999.899,-0.101
588621,900.103,999.919,-0.081
588622,900.122,999.992,-0.008
588623,900.082,1000.172,0.172
588624,900.077,999.849,-0.151
588625,900.086,999.992,-0.008
588626,900.172,999.985,-0.015
588627,900.116,1000.251,0.251
588628,900.105,999.834,-0.166
588629,900.180,999.980,-0.020
588630,900.148,999.955,-0.045
588631,900.080,1000.231,0.231
588632,900.074,999.804,-0.196
588633,900.093,999.937,-0.063
588634,900.169,1000.019,0.019
588635,900.102,1000.200,0.200
588636,900.103,999.875,-0.125
588637,900.178,999.938,-0.062
588638,900.148,1000.024,0.024
588639,900.089,1000.141,0.141
588640,900.176,999.842,-0.158
588641,900.175,999.988,-0.012
588642,900.142,999.902,-0.098
588643,900.101,1000.265,0.265
588644,900.099,999.932,-0.068
588645,900.087,999.893,-0.107
588646,900.091,1000.013,0.013
588647,900.081,1000.174,0.174
588648,900.093,999.858,-0.142
588649,900.081,1000.023,0.023
588650,900.174,999.883,-0.117
588651,900.103,1000.273,0.273
588652,900.092,999.860,-0.140
588653,900.178,999.935,-0.065
588654,900.151,1000.002,0.002
588655,900.094,1000.109,0.109
588656,900.081,999.885,-0.115
588657,900.086,999.986,-0.014
588658,900.169,999.961,-0.039
588659,900.102,1000.292,0.292
588660,900.096,999.799,-0.201
588661,900.074,999.991,-0.009
588662,900.131,999.963,-0.037
588663,900.090,1000.232,0.232
588664,900.176,999.828,-0.172
588665,900.073,999.934,-0.066
588666,900.162,999.958,-0.042
588667,900.093,1000.190,0.190
588668,900.107,999.897,-0.103
588669,900.176,999.904,-0.096
588670,900.106,1000.031,0.031
588671,900.082,1000.254,0.254
588672,900.162,999.857,-0.143
588673,900.176,999.961,-0.039
588674,900.179,999.958,-0.042
588675,900.134,1000.173,0.173
588676,900.093,999.911,-0.089
588677,900.073,999.912,-0.088
588678,900.158,1000.002,0.002
588679,900.094,1000.179,0.179
588680,900.094,999.844,-0.156
588681,900.176,999.940,-0.060
588682,900.100,999.961,-0.039
588683,900.121,1000.305,0.305
588684,900.177,999.850,-0.150
588685,900.164,999.959,-0.041
588686,900.142,999.932,-0.068
588687,900.086,1000.289,0.289
588688,900.166,999.764,-0.236
588689,900.128,999.954,-0.046
588690,900.124,999.923,-0.077
588691,900.095,1000.287,0.287
588692,900.176,999.864,-0.136
588693,900.082,1000.095,0.095
588694,900.133,999.828,-0.172
588695,900.093,1000.210,0.210
588696,900.096,999.859,-0.141
588697,900.114,999.947,-0.053
588698,900.166,999.917,-0.083
588699,900.092,1000.305,0.305
588700,900.163,999.806,-0.194
588701,900.173,1000.068,0.068
588702,900.108,999.928,-0.072
588703,900.172,1000.155,0.155
588704,900.092,999.923,-0.077
588705,900.105,999.875,-0.125
588706,900.148,999.975,-0.025
588707,900.091,1000.210,0.210
588708,900.177,999.901,-0.099
588709,900.154,999.962,-0.038
588710,900.156,999.897,-0.103
588711,900.092,1000.266,0.266
588712,900.100,999.959,-0.041
588713,900.095,999.843,-0.157
588714,900.110,1000.004,0.004
588715,900.085,1000.216,0.216
588716,900.073,999.883,-0.117
588717,900.087,999.929,-0.071
588718,900.146,999.977,-0.023
588719,900.114,1000.214,0.214
588720,900.091,999.890,-0.110
588721,900.095,999.850,-0.150
588722,900.173,1000.007,0.007
588723,900.079,1000.281,0.281
588724,900.082,999.832,-0.168
588725,900.083,1000.000,0.000
588726,900.167,999.862,-0.138
588727,900.114,1000.254,0.254
588728,900.094,999.892,-0.108
588729,900.105,999.877,-0.123
588730,900.073,1000.008,0.008
588731,900.090,1000.256,0.256
588732,900.176,999.826,-0.174
588733,900.085,999.959,-0.041
588734,900.118,1000.020,0.020
588735,900.079,1000.253,0.253
588736,900.102,999.824,-0.176
588737,900.178,999.922,-0.078
588738,900.121,999.936,-0.064
588739,900.080,1000.220,0.220
588740,900.173,999.859,-0.141
588741,900.085,999.976,-0.024
588742,900.173,999.995,-0.005
588743,900.091,1000.171,0.171
588744,900.168,999.875,-0.125
588745,900.177,999.914,-0.086
588746,900.144,999.955,-0.045
588747,900.074,1000.276,0.276
588748,900.085,999.859,-0.141
588749,900.107,1000.017,0.017
588750,900.170,999.935,-0.065
588751,900.125,1000.171,0.171
588752,900.174,999.882,-0.118
588753,900.084,999.884,-0.116
588754,900.085,999.997,-0.003
588755,900.079,1000.321,0.321
588756,900.094,999.808,-0.192
588757,900.109,1000.059,0.059
588758,900.083,999.895,-0.105
588759,900.097,1000.294,0.294
588760,900.175,999.731,-0.269
588761,900.093,999.899,-0.101
588762,900.137,999.988,-0.012
588763,900.077,1000.296,0.296
588764,900.173,999.875,-0.125
588765,900.096,999.953,-0.047
588766,900.167,999.924,-0.076
588767,900.079,1000.155,0.155
588768,900.178,999.919,-0.081
588769,900.075,999.885,-0.115
588770,900.154,999.984,-0.016
588771,900.078,1000.304,0.304
588772,900.095,999.831,-0.169
588773,900.097,999.979,-0.021
588774,900.093,999.955,-0.045
588775,900.079,1000.197,0.197
588776,900.175,999.838,-0.162
588777,900.083,999.982,-0.018
588778,900.116,999.961,-0.039
588779,900.090,1000.313,0.313
588780,900.100,999.829,-0.171
588781,900.113,999.879,-0.121
588782,900.158,999.929,-0.071
588783,900.090,1000.290,0.290
588784,900.177,999.835,-0.165
588785,900.073,999.984,-0.016
588786,900.140,999.937,-0.063
588787,900.091,1000.217,0.217
588788,900.093,999.900,-0.100
588789,900.084,999.905,-0.095
588790,900.144,999.919,-0.081
588791,900.082,1000.308,0.308
588792,900.079,999.845,-0.155
588793,900.097,999.908,-0.092
588794,900.101,1000.050,0.050
588795,900.131,1000.135,0.135
588796,900.174,999.939,-0.061
588797,900.165,999.878,-0.122
588798,900.094,999.997,-0.003
588799,900.079,1000.299,0.299
588800,900.084,999.858,-0.142
588801,900.107,999.919,-0.081
588802,900.158,999.905,-0.095
588803,900.112,1000.255,0.255
588804,900.178,999.861,-0.139
588805,900.087,999.954,-0.046
588806,900.167,999.930,-0.070
588807,900.080,1000.265,0.265
588808,900.084,999.861,-0.139
588809,900.089,999.902,-0.098
588810,900.078,999.990,-0.010
588811,900.077,1000.245,0.245
588812,900.082,999.801,-0.199
588813,900.164,1000.043,0.043
588814,900.155,999.924,-0.076
588815,900.105,1000.206,0.206
588816,900.107,999.876,-0.124
588817,900.087,999.965,-0.035
588818,900.133,999.967,-0.033
588819,900.075,1000.214,0.214
588820,900.177,999.827,-0.173
588821,900.072,999.931,-0.069
588822,900.167,1000.088,0.088
588823,900.104,1000.220,0.220
588824,900.107,999.780,-0.220
588825,900.093,999.906,-0.094
588826,900.169,1000.047,0.047
588827,900.089,1000.264,0.264
588828,900.152,999.805,-0.195
588829,900.174,999.930,-0.070
588830,900.145,999.945,-0.055
588831,900.172,1000.240,0.240
588832,900.072,999.901,-0.099
588833,900.102,999.895,-0.105
588834,900.123,999.927,-0.073
588835,900.080,1000.291,0.291
588836,900.085,999.866,-0.134
588837,900.103,999.985,-0.015
588838,900.096,999.856,-0.144
588839,900.088,1000.238,0.238
588840,900.087,999.884,-0.116
588841,900.109,999.962,-0.038
588842,900.160,1000.026,0.026
588843,900.172,1000.241,0.241
588844,900.084,999.881,-0.119
588845,900.177,999.893,-0.107
588846,900.134,999.939,-0.061
588847,900.103,1000.138,0.138
588848,900.098,999.915,-0.085
588849,900.080,999.991,-0.009
588850,900.148,999.997,-0.003
588851,900.080,1000.242,0.242
588852,900.082,999.782,-0.218
588853,900.177,999.985,-0.015
588854,900.106,999.933,-0.067
588855,900.103,1000.237,0.237
588856,900.089,999.914,-0.086
588857,900.165,999.878,-0.122
588858,900.159,1000.042,0.042
588859,900.093,1000.164,0.164
588860,900.082,999.871,-0.129
588861,900.097,999.938,-0.062
588862,900.123,999.972,-0.028
588863,900.106,1000.156,0.156
588864,900.173,999.952,-0.048
588865,900.087,999.995,-0.005
588866,900.143,999.987,-0.013
588867,900.081,1000.158,0.158
588868,900.085,999.841,-0.159
588869,900.106,999.999,-0.001
588870,900.166,999.860,-0.140
588871,900.081,1000.262,0.262
588872,900.153,999.894,-0.106
588873,900.177,999.983,-0.017
588874,900.154,999.925,-0.075
588875,900.093,1000.148,0.148
588876,900.176,999.897,-0.103
588877,900.108,999.944,-0.056
588878,900.131,999.924,-0.076
588879,900.171,1000.285,0.285
588880,900.153,999.852,-0.148
588881,900.086,999.991,-0.009
588882,900.158,999.965,-0.035
588883,900.080,1000.187,0.187
588884,900.106,999.884,-0.116
588885,900.108,999.978,-0.022
588886,900.094,999.878,-0.122
588887,900.081,1000.248,0.248
588888,900.079,999.931,-0.069
588889,900.073,999.930,-0.070
588890,900.090,999.930,-0.070
588891,900.116,1000.185,0.185
588892,900.080,999.902,-0.098
588893,900.098,999.959,-0.041
588894,900.133,999.929,-0.071
588895,900.088,1000.170,0.170
588896,900.082,999.889,-0.111
588897,900.081,999.921,-0.079
588898,900.170,1000.101,0.101
588899,900.104,1000.132,0.132
588900,900.086,999.880,-0.120
588901,900.112,999.977,-0.023
588902,900.076,999.947,-0.053
588903,900.075,1000.269,0.269
588904,900.178,999.842,-0.158
588905,900.087,999.947,-0.053
588906,900.078,999.992,-0.008
588907,900.104,1000.201,0.201
588908,900.104,999.891,-0.109
588909,900.083,999.914,-0.086
588910,900.139,999.924,-0.076
588911,900.085,1000.211,0.211
588912,900.074,999.878,-0.122
588913,900.098,999.954,-0.046
588914,900.146,1000.015,0.015
588915,900.111,1000.217,0.217
588916,900.085,999.818,-0.182
588917,900.073,999.859,-0.141
588918,900.156,1000.066,0.066
588919,900.078,1000.253,0.253
588920,900.097,999.853,-0.147
588921,900.098,999.966,-0.034
588922,900.098,999.955,-0.045
588923,900.091,1000.233,0.233
588924,900.174,999.810,-0.190
588925,900.075,999.918,-0.082
588926,900.102,999.961,-0.039
588927,900.171,1000.218,0.218
588928,900.176,999.893,-0.107
588929,900.177,1000.026,0.026
588930,900.145,999.988,-0.012
588931,900.116,1000.196,0.196
588932,900.073,999.827,-0.173
588933,900.176,999.878,-0.122
588934,900.154,1000.020,0.020
588935,900.164,1000.173,0.173
588936,900.094,999.897,-0.103
588937,900.098,1000.006,0.006
588938,900.076,999.926,-0.074
588939,900.079,1000.240,0.240
588940,900.078,999.879,-0.121
588941,900.074,999.879,-0.121
588942,900.150,999.998,-0.002
588943,900.094,1000.204,0.204
588944,900.094,999.914,-0.086
588945,900.072,999.919,-0.081
588946,900.144,1000.001,0.001
588947,900.091,1000.222,0.222
588948,900.084,999.866,-0.134
588949,900.075,999.865,-0.135
588950,900.146,1000.018,0.018
588951,900.093,1000.264,0.264
588952,900.095,999.814,-0.186
588953,900.072,999.961,-0.039
588954,900.098,999.938,-0.062
588955,900.072,1000.270,0.270
588956,900.085,999.834,-0.166
588957,900.098,1000.011,0.011
588958,900.127,999.913,-0.087
588959,900.102,1000.204,0.204
588960,900.104,999.820,-0.180
588961,900.091,999.962,-0.038
588962,900.143,999.973,-0.027
588963,900.078,1000.314,0.314
588964,900.083,999.865,-0.135
588965,900.081,999.986,-0.014
588966,900.138,999.873,-0.127
588967,900.091,1000.215,0.215
588968,900.173,999.866,-0.134
588969,900.177,1000.108,0.108
588970,900.168,999.813,-0.187
588971,900.092,1000.228,0.228
588972,900.085,999.857,-0.143
588973,900.109,1000.027,0.027
588974,900.079,999.888,-0.112
588975,900.104,1000.199,0.199
588976,900.082,999.902,-0.098
588977,900.169,999.858,-0.142
588978,900.116,1000.015,0.015
588979,900.104,1000.226,0.226
588980,900.088,999.921,-0.079
588981,900.093,999.890,-0.110
588982,900.101,999.898,-0.102
588983,900.078,1000.277,0.277
588984,900.080,999.943,-0.057
588985,900.076,999.848,-0.152
588986,900.137,1000.026,0.026
588987,900.172,1000.216,0.216
588988,900.081,999.903,-0.097
588989,900.086,999.983,-0.017
588990,900.143,999.859,-0.141
588991,900.076,1000.255,0.255
588992,900.081,999.865,-0.135
588993,900.081,999.902,-0.098
588994,900.162,1000.016,0.016
588995,900.080,1000.304,0.304
588996,900.095,999.853,-0.147
588997,900.087,999.943,-0.057
588998,900.142,999.889,-0.111
588999,900.089,1000.277,0.277
589000,900.177,999.812,-0.188
589001,900.084,999.967,-0.033
589002,900.134,999.945,-0.055
589003,900.105,1000.198,0.198
589004,900.171,999.933,-0.067
589005,900.106,999.941,-0.059
589006,900.171,999.907,-0.093
589007,900.081,1000.242,0.242
589008,900.169,999.867,-0.133
589009,900.096,999.947,-0.053
589010,900.168,999.935,-0.065
589011,900.164,1000.299,0.299
589012,900.079,999.832,-0.168
589013,900.177,1000.011,0.011
589014,900.146,999.931,-0.069
589015,900.104,1000.275,0.275
589016,900.095,999.802,-0.198
589017,900.125,999.888,-0.112
589018,900.157,999.961,-0.039
589019,900.079,1000.290,0.290
589020,900.080,999.865,-0.135
589021,900.073,999.938,-0.062
589022,900.117,999.949,-0.051
589023,900.082,1000.216,0.216
589024,900.106,999.900,-0.100
589025,900.096,999.902,-0.098
589026,900.170,999.941,-0.059
589027,900.165,1000.308,0.308
589028,900.084,999.816,-0.184
589029,900.085,1000.022,0.022
589030,900.111,999.898,-0.102
589031,900.102,1000.217,0.217
589032,900.105,999.984,-0.016
589033,900.095,999.823,-0.177
589034,900.165,999.898,-0.102
589035,900.098,1000.224,0.224
589036,900.165,999.888,-0.112
589037,900.075,999.939,-0.061
589038,900.099,1000.022,0.022
589039,900.125,1000.273,0.273
589040,900.075,999.801,-0.199
589041,900.075,999.939,-0.061
589042,900.103,999.964,-0.036
589043,900.078,1000.267,0.267
589044,900.094,999.832,-0.168
589045,900.096,1000.000,0.000
589046,900.130,999.889,-0.111
589047,900.172,1000.253,0.253
589048,900.075,999.882,-0.118
589049,900.072,999.952,-0.048
589050,900.157,999.909,-0.091
589051,900.111,1000.215,0.215
589052,900.093,999.918,-0.082
589053,900.107,999.933,-0.067
589054,900.100,999.953,-0.047
589055,900.112,1000.227,0.227
589056,900.175,999.895,-0.105
589057,900.082,999.876,-0.124
589058,900.175,1000.059,0.059
589059,900.091,1000.305,0.305
589060,900.093,999.765,-0.235
589061,900.095,999.942,-0.058
589062,900.117,999.915,-0.085
589063,900.093,1000.254,0.254
589064,900.081,999.830,-0.170
589065,900.111,999.965,-0.035
589066,900.104,999.962,-0.038
589067,900.103,1000.212,0.212
589068,900.171,999.902,-0.098
589069,900.081,999.910,-0.090
589070,900.102,1000.018,0.018
589071,900.090,1000.178,0.178
589072,900.092,999.890,-0.110
589073,900.092,999.897,-0.103
589074,900.140,999.987,-0.013
589075,900.099,1000.259,0.259
589076,900.175,999.843,-0.157
589077,900.167,1000.004,0.004
589078,900.119,999.950,-0.050
589079,900.114,1000.161,0.161
589080,900.077,999.873,-0.127
589081,900.086,999.934,-0.066
589082,900.097,1000.030,0.030
589083,900.173,1000.235,0.235
589084,900.097,999.819,-0.181
589085,900.093,999.989,-0.011
589086,900.174,999.968,-0.032
589087,900.113,1000.267,0.267
589088,900.171,999.801,-0.199
589089,900.082,999.891,-0.109
589090,900.084,999.954,-0.046
589091,900.076,1000.209,0.209
589092,900.093,999.953,-0.047
589093,900.106,999.932,-0.068
589094,900.116,999.929,-0.071
589095,900.093,1000.202,0.202
589096,900.177,999.914,-0.086
589097,900.117,1000.170,0.170
589098,900.168,1000.544,0.544
589099,900.072,1000.514,0.514
589100,900.163,999.415,-0.585
589101,900.172,999.776,-0.224
589102,900.093,1000.057,0.057
589103,900.089,999.916,-0.084
589104,900.096,999.740,-0.260
589105,900.142,999.772,-0.228
589106,900.174,1000.325,0.325
589107,900.082,1000.188,0.188
589108,900.081,999.779,-0.221
589109,900.085,1000.116,0.116
589110,900.144,999.654,-0.346
589111,900.080,1000.300,0.300
589112,900.095,999.589,-0.411
589113,900.095,1000.352,0.352
589114,900.114,999.912,-0.088
589115,900.081,1000.016,0.016
589116,900.091,999.929,-0.071
589117,900.086,1000.198,0.198
589118,900.152,1000.181,0.181
589119,900.076,999.720,-0.280
589120,900.099,1000.179,0.179
589121,900.107,1001.353,1.353
589122,900.090,998.511,-1.489
589123,900.091,1000.210,0.210
589124,900.157,999.585,-0.415
589125,900.160,1000.636,0.636
589126,900.144,999.366,-0.634
589127,900.147,1000.359,0.359
589128,900.171,999.927,-0.073
589129,900.155,1000.215,0.215
589130,900.078,999.577,-0.423
589131,900.138,1000.073,0.073
589132,900.104,1000.016,0.016
589133,900.089,999.741,-0.259
589134,900.170,1000.071,0.071
589135,900.141,1000.340,0.340
589136,900.116,1000.066,0.066
589137,900.088,999.637,-0.363
589138,900.125,999.889,-0.111
589139,900.137,1000.590,0.590
589140,900.202,1000.438,0.438
589141,900.097,999.715,-0.285
589142,900.141,999.943,-0.057
589143,900.081,999.731,-0.269
589144,900.112,1000.168,0.168
589145,900.108,1000.342,0.342
589146,900.144,1000.505,0.505
589147,900.094,999.366,-0.634
589148,900.118,1001.641,1.641
589149,900.104,998.466,-1.534
589150,900.166,999.538,-0.462
589151,900.145,1000.189,0.189
589152,900.119,999.935,-0.065
589153,900.169,1001.255,1.255
589154,900.121,999.184,-0.816
589155,900.133,999.735,-0.265
589156,900.147,999.499,-0.501
589157,900.086,999.717,-0.283
589158,900.166,1000.527,0.527
589159,900.103,1002.906,2.906
589160,900.087,997.290,-2.710
589161,900.097,999.909,-0.091
589162,900.107,999.983,-0.017
589163,900.130,1001.297,1.297
589164,900.133,998.568,-1.432
589165,900.098,1000.510,0.510
589166,900.097,1000.139,0.139
589167,900.104,999.525,-0.475
589168,900.131,999.724,-0.276
589169,900.099,1000.064,0.064
589170,900.100,999.668,-0.332
589171,900.091,1000.276,0.276
589172,900.177,999.670,-0.330
589173,900.082,999.939,-0.061
589174,900.122,999.920,-0.080
589175,900.095,1000.321,0.321
589176,900.167,999.814,-0.186
589177,900.153,999.913,-0.087
589178,900.102,1000.139,0.139
589179,900.093,1000.238,0.238
589180,900.081,999.718,-0.282
589181,900.085,1000.021,0.021
589182,900.096,999.900,-0.100
589183,900.104,1000.257,0.257
589184,900.192,999.888,-0.112
589185,900.102,1000.139,0.139
589186,900.105,999.681,-0.319
589187,900.081,1000.309,0.309
589188,900.177,999.843,-0.157
589189,900.094,1000.078,0.078
589190,900.146,999.848,-0.152
589191,900.113,1000.243,0.243
589192,900.165,999.824,-0.176
589193,900.086,999.929,-0.071
589194,900.147,999.988,-0.012
589195,900.174,1000.206,0.206
589196,900.176,999.888,-0.112
589197,900.094,1000.015,0.015
589198,900.127,999.853,-0.147
589199,900.110,1000.253,0.253
589200,900.083,999.853,-0.147
589201,900.076,999.996,-0.004
589202,900.104,999.942,-0.058
589203,900.103,1000.214,0.214
589204,900.095,999.912,-0.088
589205,900.180,999.918,-0.082
589206,900.149,999.979,-0.021
589207,900.081,1000.222,0.222
589208,900.071,999.857,-0.143
589209,900.086,999.996,-0.004
589210,900.117,999.961,-0.039
589211,900.091,1000.258,0.258
589212,900.165,999.784,-0.216
589213,900.176,999.918,-0.082
589214,900.073,999.982,-0.018
589215,900.116,1000.236,0.236
589216,900.175,999.857,-0.143
589217,900.094,1000.008,0.008
589218,900.162,999.921,-0.079
589219,900.101,1000.205,0.205
589220,900.172,999.892,-0.108
589221,900.080,999.933,-0.067
589222,900.147,999.933,-0.067
589223,900.082,1000.264,0.264
589224,900.094,999.861,-0.139
589225,900.199,1000.015,0.015
589226,900.145,999.875,-0.125
589227,900.078,1000.174,0.174
589228,900.082,999.952,-0.048
589229,900.084,999.924,-0.076
589230,900.078,999.969,-0.031
589231,900.105,1000.191,0.191
589232,900.079,999.910,-0.090
589233,900.167,999.993,-0.007
589234,900.150,999.894,-0.106
589235,900.084,1000.212,0.212
589236,900.082,999.930,-0.070
589237,900.076,999.984,-0.016
589238,900.124,999.920,-0.080
589239,900.107,1000.197,0.197
589240,900.175,999.819,-0.181
589241,900.169,999.950,-0.050
589242,900.129,1000.015,0.015
589243,900.081,1000.188,0.188
589244,900.178,999.907,-0.093
589245,900.095,999.925,-0.075
589246,900.114,999.969,-0.031
589247,900.096,1000.239,0.239
589248,900.175,999.838,-0.162
589249,900.076,999.926,-0.074
589250,900.171,999.986,-0.014
589251,900.092,1000.321,0.321
589252,900.094,999.775,-0.225
589253,900.082,999.973,-0.027
589254,900.153,999.988,-0.012
589255,900.090,1000.218,0.218
589256,900.175,999.839,-0.161
589257,900.072,999.941,-0.059
589258,900.125,999.982,-0.018
589259,900.112,1000.175,0.175
589260,900.173,999.916,-0.084
589261,900.175,999.948,-0.052
589262,900.159,999.926,-0.074
589263,900.091,1000.250,0.250
589264,900.091,999.880,-0.120
589265,900.086,999.887,-0.113
589266,900.081,999.985,-0.015
589267,900.101,1000.279,0.279
589268,900.175,999.792,-0.208
589269,900.082,999.984,-0.016
589270,900.137,999.856,-0.144
589271,900.174,1000.318,0.318
589272,900.095,999.856,-0.144
589273,900.084,999.988,-0.012
589274,900.109,999.989,-0.011
589275,900.083,1000.184,0.184
589276,900.082,999.926,-0.074
589277,900.177,999.854,-0.146
589278,900.131,999.923,-0.077
589279,900.095,1000.314,0.314
589280,900.108,999.839,-0.161
589281,900.072,999.966,-0.034
589282,900.162,999.979,-0.021
589283,900.078,1000.162,0.162
589284,900.165,999.928,-0.072
589285,900.081,999.828,-0.172
589286,900.111,1000.033,0.033
589287,900.123,1000.199,0.199
589288,900.081,999.872,-0.128
589289,900.089,999.992,-0.008
589290,900.144,999.940,-0.060
589291,900.079,1000.209,0.209
589292,900.165,999.860,-0.140
589293,900.108,999.941,-0.059
589294,900.104,999.990,-0.010
589295,900.079,1000.273,0.273
589296,900.175,999.911,-0.089
589297,900.157,999.886,-0.114
589298,900.130,999.996,-0.004
589299,900.100,1000.163,0.163
589300,900.109,999.884,-0.116
589301,900.177,999.918,-0.082
589302,900.175,999.957,-0.043
